"x"
107.238
11.27935
23.8196
263.2405
2.63415
128.0715
138.4105
51.0662
220.2025
11.18455
88.7765
288.622
66.81045
270.567
1.018475
1.671725
13.66905
16.4873
12.9555
24.71075
71.88855
31.8207
7.6144
938.027
2.5934
109.035
9.3162
8.00851
2.27457
203.996
3.080705
4.642155
126.5585
1.65515
356.418
