d,null_late,late_min,not_late_min,late_pos,not_late_pos,very_late,not_very_late_lit,not_very_late_exhpos,not_very_late_exhmin
16.8,-4.63272362619872,-3.93957644563877,-Inf,-3.40312534239379,-6.14523228573217,-3.28715441699478,-5.77054054915565,-4.63845295383288,-4.8078212535672
17,-4.66652362619872,-3.97337644563877,-Inf,-3.4319389064782,-6.20013649590889,-3.31418002219594,-5.82181249727768,-4.68919163635603,-4.85909321317655
17.2,-4.70072362619872,-4.00757644563877,-Inf,-3.46125796225008,-6.25544070528579,-3.34174598023351,-5.87349267899814,-4.74035240444416,-4.91077340650812
17.4,-4.73532362619872,-4.04217644563877,-Inf,-3.4910795467408,-6.31114491386287,-3.36985096035849,-5.92558089927483,-4.79193458285362,-4.96285920861487
17.6,-4.77032362619872,-4.07717644563877,-Inf,-3.52140080505841,-6.36724912164011,-3.39848980826039,-5.97807696933904,-4.84393752362061,-5.01535526701821
17.8,-4.80572362619872,-4.11257644563877,-Inf,-3.55221898542189,-6.42375332861753,-3.42765882889,-6.0309807064381,-4.89636060468662,-5.06825899235445
18,-4.84152362619872,-4.14837644563877,-Inf,-3.5835314344734,-6.48065753479513,-3.45735446011475,-6.08650790016522,-4.9492032286069,-5.1215714053834
18.2,-4.87772362619872,-4.18457644563877,-Inf,-3.61533559285028,-6.53796174017289,-3.48757326667326,-6.14024309086941,-5.00246482133634,-5.17528995114704
18.4,-4.91432362619872,-4.22117644563877,-Inf,-3.64762899099974,-6.59566594475084,-3.518311934466,-6.19438529662976,-5.05614483108709,-5.22941564939736
18.6,-4.95132362619872,-4.25817644563877,-Inf,-3.68040924522043,-6.65377014852895,-3.54956849288906,-6.24893499438719,-5.11024272725329,-5.28394833911773
18.8,-4.98872362619872,-4.29557644563877,-Inf,-3.71367405391647,-6.71227435150724,-3.58133611398012,-6.30389171042467,-5.16475799939793,-5.33888786419931
19,-5.02652362619872,-4.33337644563877,-Inf,-3.74742119405032,-6.7711785536857,-3.61361561288557,-6.35925529334068,-5.21969015629799,-5.39423407325055
19.2,-5.06472362619872,-4.37157644563877,-Inf,-3.7816485177822,-6.83048275506434,-3.64640282461611,-6.4150255962695,-5.27503872504372,-5.44998681941585
19.4,-5.10332362619872,-4.41017644563877,-Inf,-3.81635394928418,-6.89018695564315,-3.6796949655455,-6.47120247670822,-5.33080325018861,-5.50614596020265
19.6,-5.14232362619872,-4.44917644563877,-Inf,-3.85153548171851,-6.95029115542214,-3.71348934488196,-6.52778579635197,-5.38698329294666,-5.56474800531486
19.8,-5.18172362619872,-4.48857644563877,-Inf,-3.88719117436999,-7.01079535440129,-3.7477833607767,-6.58477542093669,-5.4435784304339,-5.62173763283194
20,-5.22152362619872,-4.52837644563877,-Inf,-3.92331914992312,-7.07169955258062,-3.78257449663142,-6.64217156353176,-5.5025549016499,-5.67913314477892
20.2,-5.26172362619872,-4.56857644563877,-Inf,-3.95991759187547,-7.13300374996013,-3.81786031759274,-6.69997341359899,-5.55999746395805,-5.73693499187327
20.4,-5.30232362619872,-4.60917644563877,-Inf,-3.99698474207912,-7.19470794653981,-3.85363846722226,-6.75575340969385,-5.61785412561244,-5.79514276389458
20.6,-5.34332362619872,-4.65017644563877,-Inf,-4.03451889840277,-7.25681214231966,-3.88990666433202,-6.81434815035091,-5.67612452042412,-5.85375634130792
20.8,-5.38472362619872,-4.69157644563877,-Inf,-4.07251841250747,-7.31931633729969,-3.92666269997546,-6.87334839740853,-5.73480799272033,-5.91277560793349
21,-5.42652362619872,-4.73337644563877,-Inf,-4.1109816877294,-7.38222053147989,-3.96390443458491,-6.93275403793403,-5.79390480243206,-5.97220045082711
21.2,-5.46872362619872,-4.77557644563877,-Inf,-4.14990717706373,-7.44552472486026,-4.00162979524717,-6.99256496211626,-5.85341432068509,-6.03203076016603
21.4,-5.51132362619872,-4.81817644563878,-Inf,-4.18929338124381,-7.50922891744081,-4.03983677310927,-7.05278106315615,-5.91333654026949,-6.09226674053313
21.6,-5.55432362619872,-4.86117644563877,-Inf,-4.22913884691026,-7.57333310922153,-4.07852342090705,-7.11340223716203,-5.97367053357085,-6.15290766835243
21.8,-5.59772362619872,-4.90457644563877,-Inf,-4.26944216486523,-7.63783730020243,-4.11768785060969,-7.17442838304944,-6.03441631117021,-6.21170785484221
22,-5.64152362619872,-4.94837644563877,-Inf,-4.31020196840691,-7.70274149038349,-4.15732823117374,-7.23585940244494,-6.09557358514808,-6.27313887423771
22.2,-5.68572362619872,-4.99257644563877,-Inf,-4.35141693174007,-7.76804567976474,-4.19744278640066,-7.29769519959418,-6.15714207698393,-6.33497467138695
22.4,-5.73032362619872,-5.03717644563877,-Inf,-4.3930857684585,-7.83374986834615,-4.23802979289212,-7.35993568127355,-6.21692125523944,-6.39721515306631
22.6,-5.77532362619872,-5.08217644563877,-Inf,-4.43520723009553,-7.89985405612774,-4.27908757809797,-7.42258075670558,-6.27929072628886,-6.45986022849835
22.8,-5.82072362619872,-5.12757644563877,-Inf,-4.47778010473901,-7.96635824310951,-4.32061451845166,-7.4856303374778,-6.34207044847969,-6.52290980927056
23,-5.86652362619872,-5.17337644563877,-Inf,-4.52080321570738,-8.03326242929144,-4.36260903758877,-7.54908433746472,-6.4052601773124,-6.58636380925749
23.2,-5.91272362619872,-5.21957644563877,-Inf,-4.56427542028356,-8.10056661467355,-4.40506960464398,-7.61294267275314,-6.46885967595304,-6.65022214454591
23.4,-5.95932362619872,-5.26617644563878,-Inf,-4.60819560850395,-8.16827079925584,-4.44799473262261,-7.67720526157027,-6.53286871493511,-6.71448473336303
23.6,-6.00632362619872,-5.31317644563877,-Inf,-4.6525627019993,-8.2363749830383,-4.49138297684272,-7.74187202421472,-6.59728707187519,-6.77915149600749
23.8,-6.05372362619872,-5.36057644563877,-Inf,-4.69737565288527,-8.30487916602093,-4.53523293344428,-7.80694288299031,-6.66211453120191,-6.84422235478307
24,-6.10152362619872,-5.40837644563877,-Inf,-4.74263344269982,-8.37378334820374,-4.57954470894465,-7.87241776214223,-6.72735088389706,-6.90969723393499
24.2,-6.14972362619872,-5.45657644563877,-Inf,-4.78833508138529,-8.44308752958672,-4.62431404904442,-7.93829658779592,-6.79299592724864,-6.97557605958868
24.4,-6.19832362619872,-5.50517644563877,-Inf,-4.83447960631293,-8.51279171016987,-4.66954112105857,-8.00457928789806,-6.85904946461497,-7.04185875969082
24.6,-6.24732362619872,-5.55417644563877,-Inf,-4.88106608134774,-8.5828958899532,-4.71522467073078,-8.07126579215996,-6.92551130519938,-7.10854526395272
24.8,-6.29672362619872,-5.60357644563877,-Inf,-4.92809359595168,-8.6534000689367,-4.76136347806498,-8.13835603200301,-6.99238126383486,-7.17563550379578
25,-6.34652362619872,-5.65337644563877,-Inf,-4.97556126432345,-8.72430424712037,-4.80795635617148,-8.20584994050622,-7.05965916077818,-7.24312941229899
25.2,-6.39672362619872,-5.70357644563877,-Inf,-5.02346822457303,-8.79560842450422,-4.85500215016014,-8.27374745235568,-7.12734482151305,-7.31102692414846
25.4,-6.44732362619872,-5.75417644563877,-Inf,-5.07181363792929,-8.86731260108825,-4.90249973607813,-8.34206315920196,-7.1954380765618,-7.37932797558866
25.6,-6.49832362619872,-5.80517644563877,-Inf,-5.12059668797924,-8.93941677687244,-4.9504480198903,-8.41076780407815,-7.26393876130514,-7.44803250437565
25.8,-6.54972362619872,-5.85657644563877,-Inf,-5.16981657993731,-9.01192095185681,-4.99884593649998,-8.4798758664321,-7.33284671580967,-7.51714044973187
26,-6.60152362619872,-5.90837644563877,-Inf,-5.21947253994327,-9.08482512604135,-5.04769244880855,-8.54938728690907,-7.40216178466262,-7.58665175230259
26.2,-6.65372362619872,-5.96057644563877,-Inf,-5.26956381438762,-9.15812929942607,-5.09698654681173,-8.61930200753526,-7.47188381681365,-7.656566354114
26.4,-6.70632362619872,-6.01317644563878,-Inf,-5.32008966926296,-9.23183347201096,-5.14672724673103,-8.68961997167724,-7.54201266542321,-7.72688419853268
26.6,-6.75932362619872,-6.06617644563877,-Inf,-5.37104938954038,-9.30593764379602,-5.19691359017877,-8.76034112400302,-7.61254818771715,-7.79760523022663
26.8,-6.81272362619872,-6.11957644563878,-Inf,-5.42244227856953,-9.38044181478126,-5.247544643355,-8.83146541044435,-7.68349024484743,-7.86872939512762
27,-6.86652362619872,-6.17337644563877,-Inf,-5.47426765750154,-9.45534598496668,-5.29861949627503,-8.9029927781604,-7.75483870175842,-7.94025664039479
27.2,-6.92072362619872,-6.22757644563877,-Inf,-5.52652486473356,-9.53065015435226,-5.35013726202617,-8.97492317550267,-7.8265934270587,-8.01218691437968
27.4,-6.97532362619872,-6.28217644563878,-Inf,-5.57921325537409,-9.60635432293802,-5.40209707605225,-9.04724053663806,-7.89875429289801,-8.08452016659227
27.6,-7.03032362619872,-6.33717644563877,-Inf,-5.63233220072814,-9.68245849072395,-5.45449809546487,-9.11997671647226,-7.97132117484911,-8.1572563476684
27.8,-7.08572362619872,-6.39257644563877,-Inf,-5.6858810878014,-9.75896265771006,-5.50733949838009,-9.19311577689064,-8.04429395179439,-8.23039540933811
28,-7.14152362619872,-6.44837644563877,-Inf,-5.73985931882255,-9.83586682389634,-5.56062048327953,-9.26665767068696,-8.11767250581695,-8.30393730439516
28.2,-7.19772362619872,-6.50457644563877,-Inf,-5.79426631078293,-9.9131709892828,-5.61434026839471,-9.34060235168925,-8.19145672209586,-8.37788198666761
28.4,-7.25432362619872,-6.56117644563878,-Inf,-5.84910149499286,-9.99087515386942,-5.66849809111374,-9.41494977473131,-8.26564648880571,-8.45222941098922
28.6,-7.31132362619872,-6.61817644563877,-Inf,-5.90436431665392,-10.0689793176562,-5.72309320740944,-9.48969989562515,-8.34024169701982,-8.52697953317202
28.8,-7.36872362619872,-6.67557644563877,-Inf,-5.96005423444645,-10.1474834806432,-5.7781248912878,-9.56485267113439,-8.41524224061737,-8.60213230997963
29,-7.42652362619872,-6.73337644563877,-Inf,-6.0161707201317,-10.2263876428303,-5.83359243425606,-9.64040805894851,-8.4906480161939,-8.67768769910154
29.2,-7.48472362619872,-6.79157644563877,-Inf,-6.07271325816796,-10.3056918042177,-5.88949514480966,-9.71636601765793,-8.56645892297543,-8.75364565912814
29.4,-7.54332362619872,-6.85017644563878,-Inf,-6.12968134534019,-10.3853959648052,-5.94583234793706,-9.79272650672988,-8.64267486273559,-8.8300061495267
29.6,-7.60232362619872,-6.90917644563877,-Inf,-6.18707449040246,-10.4655001245928,-6.00260338464194,-9.86948948648519,-8.71929573971601,-8.90676913061801
29.8,-7.66172362619872,-6.96857644563878,-Inf,-6.24489221373283,-10.5460042835807,-6.0598076114818,-9.94667251099871,-8.79632146054966,-8.98393456355381
30,-7.72152362619872,-7.02837644563877,-Inf,-6.30313404700001,-10.6269084417687,-6.11744440012258,-10.0242404938166,-8.87375193418695,-9.06150241029495
30.2,-7.78172362619872,-7.08857644563878,-Inf,-6.36179953284146,-10.7082125991569,-6.17551313690842,-10.1022108540972,-8.95158707182465,-9.13947263359026
30.4,-7.84232362619872,-7.14917644563878,-Inf,-6.42088822455241,-10.7899167557453,-6.2340132224461,-10.1805835553567,-9.02982678683733,-9.21784519695598
30.6,-7.90332362619872,-7.21017644563877,-Inf,-6.48039968578536,-10.8720209115338,-6.29294407120345,-10.259358561859,-9.10847099471135,-9.29662006465601
30.8,-7.96472362619872,-7.27157644563878,-Inf,-6.54033349025966,-10.9545250665225,-6.35230511112133,-10.3385358385965,-9.18751961298122,-9.37579720168264
31,-8.02652362619872,-7.33337644563878,-Inf,-6.60068922148079,-11.0374292207114,-6.41209578323848,-10.4181153512711,-9.26697256116817,-9.45537657373791
31.2,-8.08872362619872,-7.39557644563877,-Inf,-6.66146647246895,-11.1207333741005,-6.47231554132885,-10.4980970662767,-9.34682992506863,-9.53535814721561
31.4,-8.15132362619872,-7.45817644563878,-Inf,-6.72266484549656,-11.2044375266897,-6.53296385155091,-10.5784809506812,-9.42709130072757,-9.61574188918374
31.6,-8.21432362619872,-7.52117644563877,-Inf,-6.78428395183442,-11.2885416784791,-6.59404019210841,-10.65926697221,-9.50775677621611,-9.69652776736753
31.8,-8.27772362619872,-7.58457644563878,-Inf,-6.84632341150609,-11.3730458294687,-6.65554405292225,-10.7404550992289,-9.58882627843144,-9.77771575013302
32,-8.34152362619872,-7.64837644563877,-Inf,-6.90878285305025,-11.4579499796584,-6.71747493531291,-10.822045300729,-9.6702997359818,-9.85930580647112
32.2,-8.40572362619872,-7.71257644563877,-Inf,-6.97166191329073,-11.5432541290484,-6.77983235169318,-10.9040375463105,-9.75217707913701,-9.94129790598211
32.4,-8.47032362619872,-7.77717644563877,-Inf,-7.0349602371139,-11.6289582776385,-6.84261555796441,-10.9864318061681,-9.83445823978065,-10.0236920188606
32.6,-8.53532362619872,-7.84217644563877,-Inf,-7.0986774772531,-11.7150624254287,-6.90582462018555,-11.0692280510761,-9.91714315136388,-10.1064881158811
32.8,-8.60072362619872,-7.90757644563877,-Inf,-7.16281329408002,-11.8015665724192,-6.96945881724714,-11.1524262523748,-10.000231748861,-10.1896861683837
33,-8.66652362619872,-7.97337644563877,-Inf,-7.22736735540254,-11.8884707186098,-7.03351770304967,-11.2360263819561,-10.083723968726,-10.2732861482604
33.2,-8.73272362619872,-8.03957644563877,-Inf,-7.29233933626898,-11.9757748640006,-7.09800084119003,-11.3200284122508,-10.1676197488515,-10.3572880279419
33.4,-8.79932362619872,-8.10617644563878,-Inf,-7.35772891877837,-12.0634790085916,-7.16290780470794,-11.4044323162151,-10.251919028528,-10.4416917803847
33.6,-8.86632362619872,-8.17317644563878,-Inf,-7.42353579189672,-12.1515831523827,-7.22823817584044,-11.4892380673187,-10.3366217484054,-10.5264973790581
33.8,-8.93372362619872,-8.24057644563877,-Inf,-7.48975965127887,-12.240087295374,-7.2939915457838,-11.5744253261399,-10.421727850455,-10.6117047979326
34,-9.00152362619872,-8.30837644563877,-Inf,-7.55640019909583,-12.3289914375655,-7.36016751446277,-11.6600345396751,-10.5072372779335,-10.6973140114679
34.2,-9.06972362619872,-8.37657644563877,-Inf,-7.62345714386741,-12.4182955789572,-7.42676569030692,-11.7460455228082,-10.5931499753475,-10.783324994601
34.4,-9.13832362619872,-8.44517644563877,-Inf,-7.69093020029988,-12.507999719549,-7.49378569003365,-11.8324582509427,-10.6794658884198,-10.8697377227355
34.6,-9.20732362619872,-8.51417644563877,-Inf,-7.75881908912861,-12.5981038593411,-7.56122742951344,-11.9192726999376,-10.7661849640563,-10.9565521717304
34.8,-9.27672362619872,-8.58357644563877,-Inf,-7.82712353696538,-12.6886079983333,-7.62908996208057,-12.0064888460971,-10.8533071503139,-11.0437683178898
35,-9.34652362619872,-8.65337644563877,-Inf,-7.89584327615027,-12.7795121365256,-7.69737321635685,-12.0941066661597,-10.9408323963703,-11.1313861379525
35.2,-9.41672362619872,-8.72357644563878,-Inf,-7.96497804460797,-12.8708162739181,-7.76607684016943,-12.1821261372891,-11.0287606524935,-11.2194056090819
35.4,-9.48732362619872,-8.79417644563877,-Inf,-8.03452758570836,-12.9625204105109,-7.83520048864243,-12.2705472370638,-11.1170918700132,-11.3078267088565
35.6,-9.55832362619872,-8.86517644563877,-Inf,-8.10449164813111,-13.0546245463037,-7.90474382401602,-12.3593699434677,-11.2058260012927,-11.3966494152604
35.8,-9.62972362619872,-8.93657644563878,-Inf,-8.1748699857344,-13.1471286812968,-7.97470651547074,-12.4485942348814,-11.2949629997018,-11.4858737066742
36,-9.70152362619872,-9.00837644563877,-Inf,-8.24566235742728,-13.24003281549,-8.04508805824125,-12.5382200900728,-11.3845028195907,-11.5754995618656
36.2,-9.77372362619872,-9.08057644563877,-Inf,-8.31686852704594,-13.3333369488834,-8.11588849460486,-12.6282474881887,-11.4744454162642,-11.6655269599814
36.4,-9.84632362619872,-9.15317644563878,-Inf,-8.38848826323339,-13.427041081477,-8.18710733454208,-12.718676408746,-11.5647907459573,-11.7559558805387
36.6,-9.91932362619872,-9.22617644563877,-Inf,-8.46052133932264,-13.5211452132708,-8.25874427333851,-12.8095068316239,-11.6555387658112,-11.8467863034167
36.8,-9.99272362619872,-9.29957644563878,-Inf,-8.5329675332233,-13.6156493442647,-8.33079901241529,-12.9007387370557,-11.7466894338502,-11.9380182088484
37,-10.0665236261987,-9.37337644563877,-Inf,-8.60582662731133,-13.7105534744588,-8.40327125918175,-12.9923721056208,-11.8382427089588,-12.0296515774136
37.2,-10.1407236261987,-9.44757644563878,-Inf,-8.67909840832191,-13.8058576038531,-8.47616072689209,-13.0844069182376,-11.9301985508608,-12.1216863900303
37.4,-10.2153236261987,-9.52217644563878,-Inf,-8.75278266724539,-13.9015617324475,-8.54946713450619,-13.1768431561555,-12.0225569200971,-12.2141226279482
37.6,-10.2903236261987,-9.59717644563877,-Inf,-8.8268791992261,-13.9976658602421,-8.62319020655433,-13.2696808009482,-12.1153177780059,-12.306960272741
37.8,-10.3657236261987,-9.67257644563877,-Inf,-8.90138780346405,-14.0941699872369,-8.69732967300556,-13.3629198345066,-12.2084810867028,-12.4001993062993
38,-10.4415236261987,-9.74837644563877,-Inf,-8.9763082831193,-14.1910741134319,-8.77188526913986,-13.4565602390317,-12.302046809061,-12.4938397108244
38.2,-10.5177236261987,-9.82457644563877,-Inf,-9.05164044521905,-14.288378238827,-8.84685673542379,-13.5506019970283,-12.3960149086931,-12.587881468821
38.4,-10.5943236261987,-9.90117644563878,-Inf,-9.12738410056719,-14.3860823634223,-8.92224381738949,-13.6450450912983,-12.4903853499326,-12.682324563091
38.6,-10.6713236261987,-9.97817644563878,-Inf,-9.20353906365644,-14.4841864872178,-8.99804626551708,-13.7398895049344,-12.5851580978162,-12.7771689767272
38.8,-10.7487236261987,-10.0555764456388,-Inf,-9.28010515258285,-14.5826906102135,-9.07426383512026,-13.8351352213142,-12.6803331180672,-12.872414693107
39,-10.8265236261987,-10.1333764456388,-Inf,-9.35708218896258,-14.6815947324093,-9.15089628623496,-13.9307822240939,-12.7759103770781,-12.9680616958867
39.2,-10.9047236261987,-10.2115764456388,-Inf,-9.43446999785102,-14.7808988538053,-9.22794338351103,-14.0268304972026,-12.8718898418949,-13.0641099689954
39.4,-10.9833236261987,-10.2901764456388,-Inf,-9.51226840766399,-14.8806029744015,-9.30540489610683,-14.1232800248366,-12.9682714802016,-13.1605594966293
39.6,-11.0623236261987,-10.3691764456388,-Inf,-9.59047725010115,-14.9807070941979,-9.38328059758665,-14.2201307914536,-13.0650552603042,-13.2574102632464
39.8,-11.1417236261987,-10.4485764456388,-Inf,-9.6690963600714,-15.0812112131944,-9.4615702658209,-14.317382781768,-13.1622411511167,-13.3546622535608
40,-11.2215236261987,-10.5283764456388,-Inf,-9.74812557562029,-15.1821153313911,-9.54027368288889,-14.4150359807448,-13.2598291221463,-13.4523154525375
40.2,-11.3017236261987,-10.6085764456388,-Inf,-9.82756473785935,-15.283419448788,-9.61939063498419,-14.5130903735947,-13.3578191434793,-13.5503698453875
40.4,-11.3823236261987,-10.6891764456388,-Inf,-9.90741369089723,-15.385123565385,-9.6989209123225,-14.6115459457696,-13.456211185768,-13.6488254175623
40.6,-11.4633236261987,-10.7701764456388,-Inf,-9.98767228177277,-15.4872276811823,-9.77886430905198,-14.7104026829568,-13.5550052202168,-13.7476821547496
40.8,-11.5447236261987,-10.8515764456388,-Inf,-10.0683403603897,-15.5897317961796,-9.85922062316577,-14.809660571075,-13.65420121857,-13.8469400428678
41,-11.6265236261987,-10.9333764456388,-Inf,-10.1494177794531,-15.6926359103772,-9.93998965641697,-14.9093195962693,-13.7537991530988,-13.9465990680621
41.2,-11.708723626198701,-11.0155764456388,-Inf,-10.2309043944075,-15.795940023775,-10.0211712142357,-15.0093797449066,-13.8537989965896,-14.0466592166994
41.4,-11.7913236261987,-11.0981764456388,-Inf,-10.3128000633766,-15.8996441363729,-10.1027651056483,-15.109841003571301,-13.9542007223317,-14.147120475364
41.6,-11.8743236261987,-11.1811764456388,-Inf,-10.3951046471045,-16.003748248171,-10.1847711431987,-15.2107033590608,-14.0550043041062,-14.2479828308536
41.8,-11.9577236261987,-11.2645764456388,-Inf,-10.4778180088985,-16.1082523591693,-10.2671891428716,-15.3119667983816,-14.1562097161747,-14.3492462701744
42,-12.0415236261987,-11.3483764456388,-Inf,-10.5609400145732,-16.2131564693677,-10.350018924018,-15.4136313087449,-14.2578169332682,-14.4509107805376
42.2,-12.1257236261987,-11.4325764456388,-Inf,-10.6444705323962,-16.3184605787663,-10.433260309282,-15.5156968775625,-14.3598259305769,-14.5529763493552
42.4,-12.2103236261987,-11.5171764456388,-Inf,-10.7284094330352,-16.4241646873651,-10.5169131245301,-15.618163492443,-14.4622366837397,-14.6554429642358
42.6,-12.2953236261987,-11.6021764456388,-Inf,-10.8127565895062,-16.5302687951641,-10.6009771987817,-15.7210311411883,-14.5650491688341,-14.758310205502
42.8,-12.3807236261987,-11.6875764456388,-Inf,-10.8975118771232,-16.6367729021632,-10.6854523641421,-15.8242998117889,-14.6682633623665,-14.861578873785
43,-12.4665236261987,-11.7733764456388,-Inf,-10.9826751734493,-16.7436770083625,-10.7703384557362,-15.9279694924214,-14.7718792412626,-14.9652485520941
43.2,-12.5527236261987,-11.8595764456388,-Inf,-11.0682463582484,-16.850981113762,-10.8556353116444,-16.0320401714441,-14.8758967828586,-15.0693192287875
43.4,-12.6393236261987,-11.9461764456388,-Inf,-11.1542253134389,-16.9586852183617,-10.9413427728403,-16.1365118373937,-14.9803159648915,-15.1737908924018
43.6,-12.7263236261987,-12.0331764456388,-Inf,-11.2406119230479,-17.0667893221615,-11.0274606831296,-16.2413844789821,-15.0851367654908,-15.2786635316485
43.8,-12.8137236261987,-12.1205764456388,-Inf,-11.3274060731672,-17.1752934251615,-11.1139888890903,-16.3466580850928,-15.1903591631698,-15.3839371354109
44,-12.9015236261987,-12.2083764456388,-Inf,-11.4146076519094,-17.2841975273617,-11.2009272400149,-16.4523326447779,-15.2959831368174,-15.489611692741
44.2,-12.9897236261987,-12.2965764456388,-Inf,-11.5022165493661,-17.393501628762,-11.2882755878537,-16.5584081472544,-15.4020086656898,-15.5956839857457
44.4,-13.0783236261987,-12.3851764456388,-Inf,-11.5902326575665,-17.5032057293625,-11.3760337871594,-16.664884581902,-15.5084357294026,-15.7021603950739
44.6,-13.1673236261987,-12.4741764456388,-Inf,-11.6786558704372,-17.6133098291632,-11.4642016950333,-16.7717921804549,-15.6152643079233,-15.8090377260095
44.8,-13.2567236261987,-12.5635764456388,-Inf,-11.7674860837629,-17.7238139281641,-11.5527791710724,-16.8790706535745,-15.7224943815636,-15.9163159682473
45,-13.3465236261987,-12.6533764456388,-Inf,-11.8567231951481,-17.8347180263652,-11.6417660773186,-16.986750028864,-15.8301259309723,-16.023995111635
45.2,-13.4367236261987,-12.7435764456388,-Inf,-11.9463671039798,-17.9460221237664,-11.7311622782076,-17.0948302963215,-15.9381589371279,-16.132075146171
45.4,-13.5273236261987,-12.8341764456388,-Inf,-12.0364177113909,-18.0577262203678,-11.8209676405209,-17.2033114460928,-16.0465933813318,-16.2405560620009
45.6,-13.6183236261987,-12.9251764456388,-Inf,-12.1268749202245,-18.1698303161694,-11.9111820333376,-17.3121934684687,-16.1554292452016,-16.3494378494155
45.8,-13.7097236261987,-13.0165764456388,-Inf,-12.2177386349992,-18.2823344111711,-12.0018053279874,-17.421476353882,-16.2646665106642,-16.4587204988476
46,-13.8015236261987,-13.1083764456388,-Inf,-12.3090087618754,-18.395238505373,-12.0928373980057,-17.5311600929053,-16.3743051599499,-16.5684040008698
46.2,-13.8937236261987,-13.2005764456388,-Inf,-12.4006852086216,-18.5085425987751,-12.1842781190887,-17.6412446762481,-16.4843451755855,-16.6784883461917
46.4,-13.9863236261987,-13.2931764456388,-Inf,-12.4927678845825,-18.6222466913774,-12.2761273690501,-17.7516938222081,-16.5947865403885,-16.7889735256575
46.6,-14.0793236261987,-13.3861764456388,-Inf,-12.5852567006469,-18.7363507831798,-12.3683850277784,-17.862579826794,-16.7056292374611,-16.8998595302434
46.8,-14.1727236261987,-13.4795764456388,-Inf,-12.6781515692173,-18.8508548741824,-12.4610509771958,-17.9738666476062,-16.8168732501843,-17.0111463510555
47,-14.2665236261987,-13.5733764456388,-Inf,-12.7714524041796,-18.9657589643852,-12.5541251012177,-18.0855542758782,-16.9285185622124,-17.1228339793275
47.2,-14.3607236261987,-13.6675764456388,-Inf,-12.8651591208732,-19.0810630537882,-12.6476072857127,-18.1976427029687,-17.0405651574672,-17.2349224064181
47.4,-14.4553236261987,-13.7621764456388,-Inf,-12.9592716360628,-19.196767142391302,-12.7414974184645,-18.3101319203594,-17.1530125349181,-17.3474116238088
47.6,-14.5503236261987,-13.8571764456388,-Inf,-13.0537898679099,-19.3128712301946,-12.835795389134,-18.4230219196526,-17.2658616466602,-17.460301623102
47.8,-14.6457236261987,-13.9525764456388,-Inf,-13.1487137359454,-19.4293753171981,-12.9305010892219,-18.5363126925695,-17.3791119949446,-17.5735923960189
48,-14.7415236261987,-14.0483764456388,-Inf,-13.244043161043,-19.5462794034017,-13.0256144120335,-18.6500042309474,-17.49275992668,-17.6872839343968
