d,null_tall,tall_pos,not_tall,very_tall,not_very_tall_lit,not_very_tall_exh
71.93333333333334,-2.425213601042596,-2.0123164678413494,-3.8512120156551646,-2.0286302309551028,-2.9283402127286964,-2.2087021674587133
72,-2.4512812764968945,-2.014003535582674,-3.93699958186329,-2.0228234696338925,-2.9742269777765644,-2.2270643062171462
72.06666666666666,-2.4779770887091273,-2.0172502798665013,-4.024956195164876,-2.01863561803764,-3.021088474077376,-2.2472539632690878
72.13333333333333,-2.5053010376792955,-2.022030565994729,-4.115105691813637,-2.01604884365719,-3.0688067186956505,-2.2690566092478655
72.2,-2.533253123407405,-2.0283199990283345,-4.207454745528723,-2.0150343292633894,-3.11750413139675,-2.2929957259104325
72.26666666666667,-2.561833345893443,-2.0360894378742023,-4.302047471239057,-2.015570725526984,-3.167130691193679,-2.3186811468430815
72.33333333333333,-2.5910417051374157,-2.0453143326508574,-4.398895321046451,-2.0176328549976836,-3.2176698881822197,-2.3457421130728466
72.4,-2.62087820113933,-2.0559699266779594,-4.498017692420931,-2.0211976583478934,-3.2691534621334415,-2.374683016016826
72.46666666666667,-2.6513428338991725,-2.0680343256954443,-4.5994269325622374,-2.0262416310094533,-3.321579347059942,-2.405288450983805
72.53333333333333,-2.68243560341695,-2.0814825538839177,-4.7031715843128135,-2.032745408506019,-3.3745060911880116,-2.437549206951096
72.6,-2.7141565096926628,-2.096274441911446,-4.809250984771489,-2.040683030233695,-3.4287566316531066,-2.471421514611596
72.66666666666667,-2.746505552726317,-2.112401676605288,-4.91766936992024,-2.050032000153509,-3.483926874210698,-2.5068949759655847
72.73333333333333,-2.7794827325178995,-2.1298371441453816,-5.028472649410424,-2.0607724055957233,-3.5400093968652704,-2.5439526842872335
72.8,-2.8130880490674164,-2.14855545327916,-5.141668505521441,-2.0728798086302858,-3.5974162696808833,-2.5825542278980675
72.86666666666667,-2.847321502374876,-2.1685360136509906,-5.257275705858412,-2.0863358994486676,-3.6553239485197953,-2.6263468650423767
72.93333333333334,-2.882183092440263,-2.1897521025257745,-5.375312351705058,-2.101117892284925,-3.7141396213220474,-2.66431302792198
73,-2.917672819263585,-2.2121837580862502,-5.495720501458498,-2.1172002691875496,-3.7738601161246588,-2.7074061368146154
73.06666666666666,-2.9537906828448417,-2.2358076876220325,-5.618738116245095,-2.134569385191274,-3.83447947925011,-2.751988619137492
