"","x"
"m_zeta",0.21463793743496
"s_zeta",1.27027872055
"m_theta",2.41653182142058
"s_theta",0.579612974266667
"m_delta",-0.853879548093552
"s_delta",2.36956056211667
"rho_zeta_theta",0.333015304880282
"rho_zeta_delta",-0.067775358168729
"rho_theta_delta",-0.622001134344224
